_id|f001|f008|f040|f072|f190|f490|f550|f590|f680|fLDR
000060305||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSymphonie concertante 2MGB"|"aConcertante 2MGB##aKonzertante 2MGB##aKonzertante Sinfonie 2MGB##aSinfonia concertante 2MGB"||"aConcerto grosso 2MGB##aKonzert 2MGB"||-----nz---22-----n--4500
000060306||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aConcertino 2MGB"|||"aKonzert 2MGB wg##aKonzertstück 2MGB"||-----nz---22-----n--4500
000060307||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKonzert 2MGB"|"aConcerto (instrumental) 2MGB"||"aGeistliches Konzert 2MGB##aKanzone 2MGB##aKonzertstück 2MGB##aSinfonie 2MGB##aSymphonie concertante 2MGB"||-----nz---22-----n--4500
000060308||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aConcerto 2MGB"|||"aKantate 2MGB##aMadrigal 2MGB##aMotette 2MGB"||-----nz---22-----n--4500
000060309||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aConcerto grosso 2MGB"|||"aKonzert 2MGB wg##aSymphonie concertante 2MGB"||-----nz---22-----n--4500
000060310||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aConductus 2MGB"|||"aKirchenlied (lateinisch) 2MGB wg##aVersus 2MGB"||-----nz---22-----n--4500
000060311||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aContredanse 2MGB"|"aKontertanz 2MGB"||"aAnglaise 2MGB##aQuadrille 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060312||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCourante 2MGB"|"aCorrente 2MGB"||"aSonata da camera 2MGB wg##aSuite 2MGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060313||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCouplet 2MGB"|||"aChanson 2MGB##aLied 2MGB##aSong 2MGB"||-----nz---22-----n--4500
000060314||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCredo 2MGB"|||"aMesse 2MGB wg"||-----nz---22-----n--4500
000060315||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aCsárdás 2MGB"|"aFriss 2MGB##aFriszka 2MGB"||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060316||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDeutscher Tanz 2MGB"|"aLangaus 2MGB##aTedesco 2MGB"||"aAllemande 2MGB##aWalzer 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060317||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDialog 2MGB"|||"aKantate 2MGB##aOratorium 2MGB"||-----nz---22-----n--4500
000060318||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aSequenz 2MGB"|"aDies irae 2MGB##aProsa 2MGB##aVeni sancte spiritus 2MGB##aVictimae paschali laudes 2MGB"||"aCantilena 2MGB##aKirchenlied (lateinisch) 2MGB wg##aLai 2MGB##aStabat mater 2MGB"||-----nz---22-----n--4500
000060319||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aVariation 2MGB"|"aDiferencias 2MGB##aGlosas 2MGB##aMetamorphosen 2MGB"||"aChoralbearbeitung 2MGB##aKanzone 2MGB##aMesse 2MGB##aMotette 2MGB##aPartita 2MGB##aSuite 2MGB"||-----nz---22-----n--4500
000060320||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDithyrambus 2MGB"|||||-----nz---22-----n--4500
000060321||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDivertimento 2MGB"|||"aKassation 2MGB##aNotturno 2MGB##aSerenade 2MGB##aSonate 2MGB##aSuite 2MGB##aSinfonie 2MGB"||-----nz---22-----n--4500
000060322||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDivertissement 2MGB"|||"aBallet de cour 2MGB##aBallett 2MGB##aComédie-ballet 2MGB wg##aOper 2MGB wg##aOpéra-ballet 2MGB##aTragédie lyrique 2MGB"||-----nz---22-----n--4500
000060323||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDivisions 2MGB"|||"aGround 2MGB"||-----nz---22-----n--4500
000060324||040414---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDrame lyrique 2MGB"|||"aOper 2MGB wg"||-----nz---22-----n--4500
000060325||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDramma sacro 2MGB"|||"aOper 2MGB##aOratorium 2MGB"||-----nz---22-----n--4500
000060326||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDuett 2MGB"|"aDuetto 2MGB"||"aKantate 2MGB wg##aOper 2MGB wg"||-----nz---22-----n--4500
000060327||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDumka 2MGB"|||"aVolkslied 2MGB wg"||-----nz---22-----n--4500
000060328||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aDuo 2MGB"|||"aSonate 2MGB"||-----nz---22-----n--4500
000060329||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aEcossaise 2MGB"|||"aAnglaise 2MGB##aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060330||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aEgloga 2MGB"|||"aMadrigal 2MGB##aVillancico 2MGB##aZarzuela 2MGB"||-----nz---22-----n--4500
000060331||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aElegie 2MGB"|||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060332||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aEnglish waltz 2MGB"|||"aWalzer 2MGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060333||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aEnsalada 2MGB"|||"aQuodlibet 2MGB"||-----nz---22-----n--4500
000060334||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aIntermezzo 2MGB"|"aEntr'acte (instrumental) 2MGB##aZwischenspiel (instrumental) 2MGB"||"aInterludium 2MGB##aIntermedium 2MGB##aOper 2MGB wg"||-----nz---22-----n--4500
000060335||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aIntermedium 2MGB"|"aEntr'acte (szenisch) 2MGB##aZwischenspiel (szenisch) 2MGB"||"aBallet de cour 2MGB wg##aBallett 2MGB##aInterludium 2MGB##aIntermezzo 2MGB##aJig 2MGB##aMasque 2MGB##aOper 2MGB wg##aRappresentazione sacra 2MGB wg##aSainete 2MGB##aTonadilla 2MGB"||-----nz---22-----n--4500
000060336||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aIntonation 2MGB"|"aEntrada 2MGB"||"aPraeludium 2MGB##aRicercar 2MGB##aToccata 2MGB"||-----nz---22-----n--4500
000060337||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aEntrée 2MGB"|||"aBallet de cour 2MGB wg##aBallett 2MGB wg##aIntrada 2MGB"||-----nz---22-----n--4500
000060338||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMasque 2MGB"|"aEntremets 2MGB##aMaschera 2MGB##aMascherata 2MGB##aMask 2MGB##aMaskenspiel 2MGB"||"aBallet de cour 2MGB##aBallett 2MGB##aIntermedium 2MGB"||-----nz---22-----n--4500
000060339||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aEpithalamion 2MGB"|||||-----nz---22-----n--4500
000060340||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aEstampie 2MGB"|"aIstampita 2MGB"||"aLai 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060341||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aEtüde 2MGB"|"aExercise 2MGB##aKonzert-Etüde 2MGB"||"aCapriccio 2MGB"||-----nz---22-----n--4500
000060342||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFado 2MGB"|||||-----nz---22-----n--4500
000060343||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFancy 2MGB"|"aFantasy 2MGB"||"aFantasie 2MGB##aIn nomine 2MGB"||-----nz---22-----n--4500
000060344||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFandango 2MGB"|"aRondeña 2MGB"||"aAurresku 2MGB wg##aBolero 2MGB##aCancan 2MGB##aMalagueña 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060345||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFanfare 2MGB"|||||-----nz---22-----n--4500
000060346||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFantasie 2MGB"|"aOpernfantasie 2MGB"||"aCapriccio 2MGB##aChoralbearbeitung 2MGB##aFancy 2MGB##aFuge 2MGB##aInvention 2MGB##aPräludium 2MGB##aRhapsodie 2MGB##aRicercar 2MGB##aTiento 2MGB"||-----nz---22-----n--4500
000060347||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFantasiestück 2MGB"|||||-----nz---22-----n--4500
000060348||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFarce 2MGB"|||"aOper 2MGB##aTropus 2MGB##aVaudeville 2MGB"||-----nz---22-----n--4500
000060349||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFauxbourdon 2MGB"|||||-----nz---22-----n--4500
000060351||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFilmmusik 2MGB"|||||-----nz---22-----n--4500
000060352||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFinale 2MGB"|||"aOper 2MGB wg##aVaudeville 2MGB"||-----nz---22-----n--4500
000060353||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFlamenco 2MGB"|"aAlegria 2MGB##aSevillana 2MGB##aSoleá 2MGB"||"aTango 2MGB##aTanz 2MGB wg##aVolkslied 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060354||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFolia 2MGB"|"aFolies d'Espagne 2MGB##aFollia 2MGB"||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060355||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aForlana 2MGB"|||"aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060356||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFoxtrot 2MGB"|"aFoxtrott 2MGB##aQuickstep 2MGB##aSlowfox 2MGB"||"aCharleston 2MGB##aMambo 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060357||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFragment 2MGB"|||||-----nz---22-----n--4500
000060358||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFrottola 2MGB"|||"aLauda 2MGB##aLied 2MGB##aVillanella 2MGB"||-----nz---22-----n--4500
000060359||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFuge 2MGB"|||"aCapriccio 2MGB##aChoralbearbeitung 2MGB##aFantasie 2MGB##aFughette 2MGB##aGigue 2MGB##aKanon 2MGB##aKanzone 2MGB##aOuvertüre 2MGB wg##aRicercar 2MGB##aSonata da chiesa 2MGB##aTiento 2MGB"||-----nz---22-----n--4500
000060360||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aFuriant 2MGB"|||"aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060361||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGalliarde 2MGB"|"aGaillarde 2MGB"||"aPavane 2MGB wg##aSaltarello 2MGB##aSuite 2MGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060362||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGalopp 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060363||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGassenhauer 2MGB"|||"aBänkelsang 2MGB##aSchlager 2MGB"||-----nz---22-----n--4500
000060364||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGavotte 2MGB"|||"aBranle 2MGB##aSuite 2MGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060365||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGeistliches Volkslied 2MGB"|||||-----nz---22-----n--4500
000060366||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGigue 2MGB"|||"aFuge 2MGB##aJig 2MGB##aSuite 2MGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060367||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGloria 2MGB"|||"aMesse 2MGB wg"||-----nz---22-----n--4500
000060368||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGospelsong 2MGB"|||"aNegro spiritual 2MGB"||-----nz---22-----n--4500
000060369||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGraduale 2MGB"|||"aGregorianischer Choral 2MGB wg##aResponsorium 2MGB wg"||-----nz---22-----n--4500
000060370||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aGround 2MGB"|||"aDivisions 2MGB"||-----nz---22-----n--4500
000060371||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aHabanera 2MGB"|||"aTango 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060372||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aHistoria 2MGB"|||"aActus musicus 2MGB##aAntiphon 2MGB##aOratorium 2MGB##aPassion 2MGB"||-----nz---22-----n--4500
000060373||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aHörspielmusik 2MGB"|||"aSchauspielmusik 2MGB"||-----nz---22-----n--4500
000060374||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aTombeau 2MGB"|"aHommage 2MGB"||"aAllemande 2MGB##aLamento 2MGB##aPavane 2MGB##aPlainte 2MGB"||-----nz---22-----n--4500
000060375||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aHornpipe 2MGB"|||"aAnglaise 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060376||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aHumoreske 2MGB"|||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060377||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aImpromptu 2MGB"|||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060378||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aIn nomine 2MGB"|||"aFancy 2MGB"||-----nz---22-----n--4500
000060379||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aInterludium 2MGB"|||"aChoralbearbeitung 2MGB##aIntermedium 2MGB##aIntermezzo 2MGB"||-----nz---22-----n--4500
000060380||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aIntroitus 2MGB"|||"aAntiphon 2MGB wg##aGregorianischer Choral 2MGB wg"||-----nz---22-----n--4500
000060381||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aInvention 2MGB"|||"aFantasie 2MGB##aPraeambulum 2MGB##aSinfonia 2MGB"||-----nz---22-----n--4500
000060382||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aJazz 2MGB"|||||-----nz---22-----n--4500
000060383||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aJig 2MGB"|||"aIntermedium 2MGB##aGigue 2MGB##aSingspiel 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060384||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aJodler 2MGB"|||"aVolkslied 2MGB wg"||-----nz---22-----n--4500
000060385||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKanon 2MGB"|||"aCaccia 2MGB##aChasse 2MGB##aFuge 2MGB##aRondellus 2MGB"||-----nz---22-----n--4500
000060386||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKantate 2MGB"|||"aActus musicus 2MGB##aAnthem 2MGB##aConcerto (vokal) 2MGB##aDialog 2MGB##aGeistliches Konzert 2MGB##aKantilene 2MGB##aLiederspiel 2MGB##aMonodie 2MGB##aMotette 2MGB##aOper 2MGB##aOratorium 2MGB##aRitornell 2MGB##aSerenata 2MGB##aVillancico 2MGB"||-----nz---22-----n--4500
000060387||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKantilene 2MGB"|||"aKantate 2MGB"||-----nz---22-----n--4500
000060388||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKassation 2MGB"|||"aDivertimento 2MGB##aNotturno 2MGB##aSerenade 2MGB##aSinfonie 2MGB##aSuite 2MGB"||-----nz---22-----n--4500
000060389||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKirchenlied (katholisch) 2MGB"|"aKatholisches Kirchenlied 2MGB"||"aKirchenlied 2MGB wg"||-----nz---22-----n--4500
000060390||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKinderlied 2MGB"|||||-----nz---22-----n--4500
000060391||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKirchenlied 2MGB"|||"aChoral 2MGB##aLied 2MGB"||-----nz---22-----n--4500
000060392||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKirchenlied (lateinisch) 2MGB"|"aLateinisches Kirchenlied 2MGB"||"aKirchenlied 2MGB wg"||-----nz---22-----n--4500
000060393||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKirchenlied (reformatorisch) 2MGB"|"aEvangelisches Kirchenlied 2MGB##aReformatorisches Kirchenlied 2MGB"||"aKirchenlied 2MGB wg"||-----nz---22-----n--4500
000060394||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aStück 2MGB"|"aKlavierstück 2MGB"||||-----nz---22-----n--4500
000060395||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aOfficium 2MGB"|"aKomplet 2MGB##aMatutin 2MGB##aNokturn 2MGB##aPrim 2MGB##aSext 2MGB##aTenebrae 2MGB##aTerz 2MGB"||"aLamentationes Jeremiae 2MGB##aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060396||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKonzertstück 2MGB"|||"aConcertino 2MGB##aKonzert 2MGB"||-----nz---22-----n--4500
000060397||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKrakowiak 2MGB"|"aKrakauer 2MGB##aPolnischer Tanz 2MGB##aVolta Polonica 2MGB"||"aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060398||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKuhreigen 2MGB"|"aRanz des vaches 2MGB"||||-----nz---22-----n--4500
000060399||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aKyrie eleison 2MGB"|||"aMesse 2MGB wg"||-----nz---22-----n--4500
000060400||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLändler 2MGB"|"aSchnaderhüpfl 2MGB"||"aWalzer 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060401||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLai 2MGB"|"aLeich 2MGB"||"aEstampie 2MGB##aLied 2MGB##aMinnesang 2MGB##aSequenz 2MGB"||-----nz---22-----n--4500
000060402||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLamento 2MGB"|"aLamentation 2MGB"||"aPlainte 2MGB##aPlanctus 2MGB##aTombeau 2MGB"||-----nz---22-----n--4500
000060403||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLamentationes Jeremiae 2MGB"|||"aOfficium 2MGB"||-----nz---22-----n--4500
000060404||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLauda 2MGB"|||"aBallata (vokal) 2MGB##aCantiga 2MGB##aCarol 2MGB##aFrottola 2MGB##aLied 2MGB##aOratorium 2MGB"||-----nz---22-----n--4500
000060405||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLaudes 2MGB"|||"aAlleluja 2MGB##aMozarabischer Choral 2MGB wg##aOffertorium 2MGB"||-----nz---22-----n--4500
000060406||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLesson 2MGB"|"aLeçon 2MGB"||||-----nz---22-----n--4500
000060407||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLied ohne Worte 2MGB"|"aRomance sans paroles 2MGB"||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060408||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLiederspiel 2MGB"|||"aBallad opera 2MGB##aKantate 2MGB##aOperette 2MGB##aSingspiel 2MGB##aVaudeville 2MGB"||-----nz---22-----n--4500
000060409||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLitanei 2MGB"|||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060410||040415---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aLiturgisches Drama 2MGB"|||"aMysterienspiel 2MGB##aPassion 2MGB##aTropus 2MGB"||-----nz---22-----n--4500
000060411||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMadrigal 2MGB"|||"aCaccia 2MGB##aConcerto 2MGB##aEgloga 2MGB##aLied 2MGB##aMadrigal-Komödie 2MGB##aMonodie 2MGB##aOratorium 2MGB##aRitornell 2MGB"||-----nz---22-----n--4500
000060412||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMadrigal-Komödie 2MGB"|||"aMadrigal 2MGB"||-----nz---22-----n--4500
000060413||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMagnificat 2MGB"|||"aCanticum 2MGB wg##aVesper 2MGB wg"||-----nz---22-----n--4500
000060414||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMalagueña 2MGB"|||"aFandango 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060415||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMambo 2MGB"|||"aCha-Cha-Cha 2MGB##aFoxtrot 2MGB##aRumba 2MGB##aTanz 2MGB wg"||-----nz---22-----n--4500
000060416||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMarionettentheater 2MGB"|"aPuppenspiel 2MGB"||||-----nz---22-----n--4500
000060417||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMarsch 2MGB"|||"aDivertimento 2MGB wg##aKassation 2MGB wg##aSerenade 2MGB wg##aSuite 2MGB wg"||-----nz---22-----n--4500
000060418||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMazurka 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060419||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMeditation 2MGB"|||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060420||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMeistersang 2MGB"|||"aLied 2MGB##aMinnesang 2MGB"||-----nz---22-----n--4500
000060421||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMelodram 2MGB"|"aMonodram 2MGB"||||-----nz---22-----n--4500
000060422||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMelos 2MGB"|||"aLied 2MGB"||-----nz---22-----n--4500
000060423||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMenuett 2MGB"|"aMenuet 2MGB"||"aDivertimento 2MGB wg##aKassation 2MGB wg##aScherzo 2MGB##aSerenade 2MGB wg##aSinfonie 2MGB wg##aSonate 2MGB wg##aSuite 2TMGB wg##aTanz 2MGB wg"||-----nz---22-----n--4500
000060424||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMesse 2MGB"|||"aLateinischer Choral 2MGB wg##aRequiem 2MGB##aVariation 2MGB"||-----nz---22-----n--4500
000060425||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPantomime 2MGB"|||"aBallett 2MGB##aOper 2MGB"||-----nz---22-----n--4500
000060426||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMiniatur 2MGB"|||||-----nz---22-----n--4500
000060427||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMinnesang 2MGB"|||"aLai 2MGB##aLied 2MGB##aMeistersang 2MGB"||-----nz---22-----n--4500
000060428||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMiserere 2MGB"|||"aPsalm 2MGB wg"||-----nz---22-----n--4500
000060429||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aModern dance 2MGB"|||"aTanz 2MGB wg"||-----nz---22-----n--4500
000060430||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aModinha 2MGB"|||"aVolkslied 2MGB wg"||-----nz---22-----n--4500
000060431||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMoment musical 2MGB"|||"aCharakterstück 2MGB"||-----nz---22-----n--4500
000060432||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMonodie 2MGB"|||"aArie (vokal) 2MGB##aKantate 2MGB##aMadrigal 2MGB##aOper 2MGB##aRezitativ 2MGB"||-----nz---22-----n--4500
000060433||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMoresca 2MGB"|"aMorisca 2MGB"||"aTanz 2MGB wg##aVolkstanz 2MGB wg"||-----nz---22-----n--4500
000060434||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMozarabischer Choral 2MGB"|||"aLateinischer Choral 2MGB wg"||-----nz---22-----n--4500
000060435||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMusette [Gattung] 2MGB"|||"aTanz 2MGB wg##aWalzer 2MGB"||-----nz---22-----n--4500
000060436||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMusical 2MGB"|||"aOperette 2MGB##aRevue 2MGB"||-----nz---22-----n--4500
000060437||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMusiktheater 2MGB"|||||-----nz---22-----n--4500
000060438||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aMysterienspiel 2MGB"|||"aLiturgisches Drama 2MGB##aRappresentazione sacra 2MGB"||-----nz---22-----n--4500
000060439||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aPostludium 2MGB"|"aNachspiel 2MGB"||||-----nz---22-----n--4500
000060440||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aNocturne 2MGB"|"aNachtstück 2MGB"||"aCharakterstück 2MGB##aNotturno 2MGB"||-----nz---22-----n--4500
000060441||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aNationalhymne 2MGB"|||||-----nz---22-----n--4500
000060442||040416---a-z--ba-n|"aSzZuIDS BS/BE A100"|amu|"aNegro spiritual 2MGB"|"aSpiritual 2MGB"||"aGospelsong 2MGB##aJazz 2MGB wg"||-----nz---22-----n--4500
